unique_id,topping_class,category,topping,pretty_name,filename_paste,on_disk,sized_well,rotation,inches,inch_variance,min_per,max_per,variant rarity,topping rarity,scatters,serving_size,mass,calories,potassium,vitamin_c,magnesium,vitamin_b5,vitamin_d,vitamin_b7,height,moisture,cholesterol,vitamin_a,dietary_fiber,vitamin_b6,sugar,protein,iron,complex_carb,selenium,vitamin_k,vitamin_b12,calories_from_fat,vitamin_e,zinc,saturated_fat,iodine,trans_fat,sodium,monosaturated_fat,calcium,riboflavin,thiamin,folate,added_sugar,chromium,manganese,mark_end
4323,variant,topping-meat,bologna,variant,4323-topping-meat-bologna,Y,U,360,4.5,0.2,7,14,rare,,,1.0,808.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.2,82.0,35.2,40.7,90.7,50.0,3.7,82.5,87.5,39.6,11.7,0.0,82.5,78.4,69.4,3.5,0.0,0.0,0.0,73.5,85.9,91.6,.
4324,variant,topping-meat,bologna,variant,4324-topping-meat-bologna,Y,U,360,4.5,0.2,7,14,rare,,,1.0,920.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,29.7,53.2,98.5,62.0,50.0,55.2,45.8,73.5,85.9,91.6,0.0,45.8,49.0,84.6,44.5,0.0,0.0,0.0,39.5,69.3,27.7,.
4325,variant,topping-meat,bologna,variant,4325-topping-meat-bologna,Y,U,360,4.5,0.2,7,14,rare,,,1.0,755.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.4,62.3,37.0,84.5,91.3,50.0,17.2,25.9,39.5,69.3,27.7,0.0,25.9,3.7,82.5,87.5,0.0,0.0,0.0,59.8,42.1,74.6,.
4326,variant,topping-meat,bologna,variant,4326-topping-meat-bologna,Y,U,360,4.5,0.2,7,14,uncommon,,,1.0,824.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,57.9,24.7,21.4,35.1,50.0,46.0,93.3,59.8,42.1,74.6,0.0,93.3,55.2,45.8,73.5,0.0,0.0,0.0,99.7,68.5,78.0,.
4330,Meat,topping-meat,dragon,Dragon Meat,4330-topping-meat-dragon,Y,U,360,4,0.3,2,5,common,epic,,1.0,669.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.2,5.3,19.5,26.1,81.7,50.0,56.0,25.3,99.7,68.5,78.0,0.0,25.3,17.2,25.9,39.5,0.0,0.0,0.0,53.9,48.0,25.3,.
4331,variant,topping-meat,dragon,variant,4331-topping-meat-dragon,Y,U,360,4,0.3,2,5,common,,,1.0,800.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.1,19.3,62.3,40.8,5.0,50.0,61.4,91.8,53.9,48.0,25.3,0.0,91.8,46.0,93.3,59.8,0.0,0.0,0.0,93.7,94.5,64.7,.
4332,variant,topping-meat,dragon,variant,4332-topping-meat-dragon,Y,U,360,4,0.3,2,5,common,,,1.0,670.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.5,97.5,22.3,24.8,23.3,50.0,9.1,14.0,41.6,46.1,18.2,0.0,89.7,56.0,25.3,99.7,0.0,0.0,0.0,1.0,20.6,10.4,.
4333,variant,topping-meat,dragon,variant,4333-topping-meat-dragon,Y,U,360,4,0.3,2,5,common,,,1.0,941.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.1,82.6,50.1,78.9,47.8,50.0,90.4,84.5,23.4,88.0,13.6,0.0,72.6,61.4,91.8,53.9,0.0,0.0,0.0,37.6,59.9,89.4,.
4334,variant,topping-meat,dragon,variant,4334-topping-meat-dragon,Y,U,360,4,0.3,2,5,common,,,1.0,786.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,18.4,65.5,74.1,27.9,50.0,44.6,80.5,55.5,26.7,14.2,0.0,31.4,62.2,89.7,93.7,0.0,0.0,0.0,82.2,72.6,88.2,.
4340,Meat,topping-meat,smokedturkey,Smoked Turkey,4340-topping-meat-smokedturkey,Y,Y,360,6,0.3,2,5,common,rare,,1.0,696.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.8,60.8,12.9,18.1,36.2,50.0,78.4,69.4,3.5,5.1,96.1,0.0,67.9,71.8,72.6,1.0,0.0,0.0,0.0,37.5,50.5,2.8,.
4341,variant,topping-meat,smokedturkey,variant,4341-topping-meat-smokedturkey,Y,Y,360,4,0.6,4,5,rare,,,1.0,688.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.8,63.4,34.3,29.5,90.1,50.0,49.0,84.6,44.5,16.8,69.6,0.0,28.7,7.2,31.4,37.6,0.0,0.0,0.0,17.5,55.2,41.0,.
4342,variant,topping-meat,smokedturkey,variant,4342-topping-meat-smokedturkey,Y,Y,360,4,0.6,4,5,uncommon,,,1.0,801.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,95.2,86.0,0.3,46.7,50.0,3.7,82.5,87.5,39.6,11.7,0.0,51.7,44.9,67.9,82.2,0.0,0.0,0.0,89.0,99.6,78.7,.
4350,Meat,topping-meat,jerkchicken,Jerk Chicken,4350-topping-meat-jerkchicken,Y,Y,360,6,0.5,6,8,common,rare,,1.0,898.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,95.3,92.2,74.9,81.1,50.0,55.2,45.8,73.5,85.9,91.6,0.0,17.0,16.3,28.7,37.5,0.0,0.0,0.0,15.3,81.5,25.2,.
4351,variant,topping-meat,jerkchicken,variant,4351-topping-meat-jerkchicken,Y,Y,360,6,0.5,6,8,common,,,1.0,802.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.7,92.8,68.8,44.0,93.9,50.0,17.2,25.9,39.5,69.3,27.7,0.0,53.3,99.1,51.7,17.5,0.0,0.0,0.0,41.4,98.5,25.7,.
4352,variant,topping-meat,jerkchicken,variant,4352-topping-meat-jerkchicken,Y,Y,360,2,0.5,6,8,uncommon,,,1.0,795.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.7,23.5,6.3,91.1,38.5,50.0,46.0,93.3,59.8,42.1,74.6,0.0,88.2,23.4,17.0,89.0,0.0,0.0,0.0,9.0,38.1,80.2,.
4353,variant,topping-meat,jerkchicken,variant,4353-topping-meat-jerkchicken,Y,U,30,8,0.5,1,1,rare,,,1.0,876.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,34.2,92.1,42.0,89.0,50.0,56.0,25.3,99.7,68.5,78.0,0.0,60.6,61.5,53.3,15.3,0.0,0.0,0.0,79.8,73.7,27.5,.
4360,Meat,topping-meat,zombie,Zombie,4360-topping-meat-zombie,Y,N,360,3,0.2,14,22,common,rare,,1.0,929.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.7,33.8,97.0,48.2,85.7,50.0,61.4,91.8,53.9,48.0,25.3,0.0,63.7,87.7,88.2,41.4,0.0,0.0,0.0,82.2,0.3,10.3,.
4361,variant,topping-meat,zombie,variant,4361-topping-meat-zombie,Y,N,360,2,0.2,14,22,common,,,1.0,830.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.6,23.9,52.8,50.2,18.2,50.0,62.2,89.7,93.7,94.5,64.7,0.0,33.5,75.7,60.6,9.0,0.0,0.0,0.0,21.4,20.0,34.2,.
4362,variant,topping-meat,zombie,variant,4362-topping-meat-zombie,Y,N,360,2,0.2,14,22,common,,,1.0,739.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.6,27.1,76.3,90.1,0.3,50.0,71.8,72.6,1.0,20.6,10.4,0.0,90.2,34.3,63.7,79.8,0.0,0.0,0.0,59.0,30.5,24.9,.
4363,variant,topping-meat,zombie,variant,4363-topping-meat-zombie,Y,N,360,2,0.2,14,22,common,,,1.0,665.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,16.4,57.4,56.7,33.4,50.0,7.2,31.4,37.6,59.9,89.4,0.0,9.2,49.5,33.5,82.2,0.0,0.0,0.0,25.0,72.8,98.1,.
4364,variant,topping-meat,zombie,variant,4364-topping-meat-zombie,Y,N,360,3,0.2,14,22,common,,,1.0,884.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.2,19.5,99.2,74.4,1.8,50.0,44.9,67.9,82.2,72.6,88.2,0.0,74.0,47.1,90.2,21.4,0.0,0.0,0.0,6.6,18.0,72.8,.
4365,variant,topping-meat,zombie,variant,4365-topping-meat-zombie,Y,N,360,2,0.2,14,22,common,,,1.0,568.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.6,37.3,1.5,35.5,51.8,50.0,16.3,28.7,37.5,50.5,2.8,0.0,88.8,47.0,9.2,59.0,0.0,0.0,0.0,73.6,28.4,59.2,.
4366,variant,topping-meat,zombie,variant,4366-topping-meat-zombie,Y,N,360,5,0.4,6,10,uncommon,,,1.0,761.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.1,19.5,67.6,93.9,32.9,50.0,3.7,82.5,87.5,39.6,11.7,0.0,82.5,87.5,39.6,11.7,0.0,0.0,0.0,39.6,11.7,11.7,.
4367,variant,topping-meat,zombie,variant,4367-topping-meat-zombie,Y,N,360,6,0.4,6,10,uncommon,,,1.0,863.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.8,30.5,35.5,30.1,16.5,50.0,55.2,45.8,73.5,85.9,91.6,0.0,45.8,73.5,85.9,91.6,0.0,0.0,0.0,85.9,91.6,91.6,.
4370,Meat,topping-meat,oxtail,Oxtail,4370-topping-meat-oxtail,Y,Y,360,3,0.3,12,14,common,rare,,1.0,594.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,10.4,90.9,31.7,17.7,50.0,17.2,25.9,39.5,69.3,27.7,0.0,25.9,39.5,69.3,27.7,0.0,0.0,0.0,69.3,27.7,27.7,.
4371,variant,topping-meat,oxtail,variant,4371-topping-meat-oxtail,Y,Y,360,3,0.3,12,14,common,,,1.0,941.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.2,64.0,80.7,27.5,82.4,50.0,46.0,93.3,59.8,42.1,74.6,0.0,93.3,59.8,42.1,74.6,0.0,0.0,0.0,42.1,74.6,74.6,.
4372,variant,topping-meat,oxtail,variant,4372-topping-meat-oxtail,Y,Y,360,3,0.3,12,14,common,,,1.0,864.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.1,16.4,65.0,68.3,14.0,50.0,56.0,25.3,99.7,68.5,78.0,0.0,25.3,99.7,68.5,78.0,0.0,0.0,0.0,68.5,78.0,78.0,.
4380,variant,topping-meat,pizzarat,variant,4380-topping-meat-pizzarat,N,N,360,,,,,,,,1.0,791.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.7,40.3,33.2,64.1,52.3,50.0,61.4,91.8,53.9,48.0,25.3,0.0,91.8,53.9,48.0,25.3,0.0,0.0,0.0,48.0,25.3,25.3,.
4390,Meat,topping-meat,hotdog,Hot Dog,4390-topping-meat-hotdog,Y,Y,30,6,0.6,2,6,common,rare,,1.0,1032.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.1,23.6,73.6,20.3,66.6,50.0,62.2,89.7,93.7,94.5,64.7,0.0,89.7,93.7,94.5,64.7,0.0,0.0,0.0,94.5,64.7,64.7,.
4391,variant,topping-meat,hotdog,variant,4391-topping-meat-hotdog,Y,Y,30,6,0.6,2,6,common,,,1.0,548.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.3,78.7,0.2,64.8,21.8,50.0,71.8,72.6,1.0,20.6,10.4,0.0,72.6,1.0,20.6,10.4,0.0,0.0,0.0,20.6,10.4,10.4,.
4392,variant,topping-meat,hotdog,variant,4392-topping-meat-hotdog,Y,Y,30,6,0.6,2,6,common,,,1.0,712.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.2,32.6,10.0,70.5,53.0,50.0,7.2,31.4,37.6,59.9,89.4,0.0,31.4,37.6,59.9,89.4,0.0,0.0,0.0,59.9,89.4,89.4,.
4393,variant,topping-meat,hotdog,variant,4393-topping-meat-hotdog,Y,Y,30,6,0.6,2,6,common,,,1.0,916.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.9,7.1,76.4,38.5,26.3,50.0,44.9,67.9,82.2,72.6,88.2,0.0,67.9,82.2,72.6,88.2,0.0,0.0,0.0,72.6,88.2,88.2,.
4400,Meat,topping-meat,unicorn,Unicorn Family,4400-topping-meat-unicorn,Y,Y,360,6,0.4,4,8,common,epic,,1.0,523.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.8,69.5,30.5,48.6,17.4,50.0,16.3,28.7,37.5,50.5,2.8,0.0,28.7,37.5,50.5,2.8,0.0,0.0,0.0,50.5,2.8,2.8,.
4401,variant,topping-meat,unicorn,variant,4401-topping-meat-unicorn,Y,Y,45,4.5,0.4,4,8,common,,,1.0,696.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.1,62.0,46.9,3.1,53.6,50.0,99.1,51.7,17.5,55.2,41.0,0.0,51.7,17.5,55.2,41.0,0.0,0.0,0.0,41.6,46.1,18.2,.
4402,variant,topping-meat,unicorn,variant,4402-topping-meat-unicorn,Y,Y,45,3.5,0.4,4,8,common,,,1.0,742.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.7,23.4,81.4,43.1,64.2,50.0,23.4,17.0,89.0,99.6,78.7,0.0,14.0,41.6,46.1,18.2,0.0,0.0,0.0,23.4,88.0,13.6,.
4410,Meat,topping-meat,butt,Butt,4410-topping-meat-butt,Y,Y,45,10,0.5,1,3,common,epic,,1.0,909.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.7,94.7,93.8,91.8,80.0,50.0,61.5,53.3,15.3,81.5,25.2,0.0,84.5,23.4,88.0,13.6,0.0,0.0,0.0,55.5,26.7,14.2,.
4411,variant,topping-meat,butt,variant,4411-topping-meat-butt,Y,Y,45,10,0.5,1,3,common,,,1.0,817.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.9,73.1,28.9,87.1,39.6,50.0,87.7,88.2,41.4,98.5,25.7,0.0,80.5,9.1,14.0,41.6,0.0,0.0,0.0,3.5,5.1,96.1,.
4412,variant,topping-meat,butt,variant,4412-topping-meat-butt,Y,Y,45,10,0.5,1,3,common,,,1.0,807.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.9,9.2,40.3,98.8,24.9,50.0,75.7,60.6,9.0,38.1,80.2,0.0,69.4,90.4,84.5,23.4,0.0,0.0,0.0,44.5,16.8,69.6,.
4420,variant,topping-meat,crustworm,variant,4420-topping-meat-crustworm,N,N,360,,,,,,,,1.0,796.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.7,39.4,6.5,52.3,52.8,50.0,34.3,63.7,79.8,73.7,27.5,0.0,84.6,44.6,80.5,55.5,0.0,0.0,0.0,87.5,39.6,11.7,.
4430,Meat,topping-meat,brain,Brain,4430-topping-meat-brain,Y,Y,45,9,0.2,1,2,common,epic,,1.0,802.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.4,70.6,31.4,74.3,64.6,50.0,3.7,82.5,87.5,39.6,11.7,0.0,82.5,78.4,69.4,3.5,0.0,0.0,0.0,73.5,85.9,91.6,.
4431,variant,topping-meat,brain,variant,4431-topping-meat-brain,Y,Y,45,12,0.2,1,2,rare,,,1.0,889.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.3,37.7,74.2,47.5,52.1,50.0,55.2,45.8,73.5,85.9,91.6,0.0,45.8,49.0,84.6,44.5,0.0,0.0,0.0,39.5,69.3,27.7,.
4432,variant,topping-meat,brain,variant,4432-topping-meat-brain,Y,Y,45,8,0.2,1,2,uncommon,,,1.0,662.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.9,94.4,26.5,0.7,50.0,17.2,25.9,39.5,69.3,27.7,0.0,25.9,3.7,82.5,87.5,0.0,0.0,0.0,59.8,42.1,74.6,.
4440,Meat,topping-meat,corndog,Corn Dog,4440-topping-meat-corndog,Y,Y,360,6.5,0,5,7,common,rare,,1.0,776.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,16.0,44.3,27.4,2.2,50.0,46.0,93.3,59.8,42.1,74.6,0.0,93.3,55.2,45.8,73.5,0.0,0.0,0.0,99.7,68.5,78.0,.
4450,Meat,topping-meat,friedchicken,Fried Chicken,4450-topping-meat-friedchicken,Y,Y,360,6,0.2,7,10,common,rare,,1.0,767.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.8,77.6,33.8,44.9,73.8,50.0,56.0,25.3,99.7,68.5,78.0,0.0,25.3,17.2,25.9,39.5,0.0,0.0,0.0,53.9,48.0,25.3,.
4460,Meat,topping-meat,chicken,Chicken,4460-topping-meat-chicken,Y,Y,360,8,0.2,1,2,common,uncommon,,1.0,766.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,77.6,33.8,44.9,73.8,50.0,56.0,25.3,99.7,68.5,78.0,0.0,25.3,17.2,25.9,39.5,0.0,0.0,0.0,53.9,48.0,25.3,.
4600,Snacks,topping-cheese,cheeseballs,Cheeseballs,4600-topping-cheese-cheeseballs,Y,Y,360,3.6,0.1,0,3,common,rare,,1.0,857.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.5,61.3,38.8,29.3,54.6,50.0,61.4,91.8,53.9,48.0,25.3,0.0,91.8,46.0,93.3,59.8,0.0,0.0,0.0,93.7,94.5,64.7,.
4601,variant,topping-cheese,cheeseballs,variant,4601-topping-cheese-cheeseballs,Y,Y,30,3.6,0.1,0,3,epic,,,1.0,730.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.1,78.0,62.2,39.8,48.2,50.0,9.1,14.0,41.6,46.1,18.2,0.0,89.7,56.0,25.3,99.7,0.0,0.0,0.0,1.0,20.6,10.4,.
4602,variant,topping-cheese,cheeseballs,variant,4602-topping-cheese-cheeseballs,Y,Y,360,3.6,0.1,0,3,common,,,1.0,768.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,23.3,14.2,35.1,13.1,50.0,90.4,84.5,23.4,88.0,13.6,0.0,72.6,61.4,91.8,53.9,0.0,0.0,0.0,37.6,59.9,89.4,.
4603,variant,topping-cheese,cheeseballs,variant,4603-topping-cheese-cheeseballs,Y,Y,360,3.6,0.1,0,3,uncommon,,,1.0,672.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.9,6.5,8.1,1.2,55.1,50.0,44.6,80.5,55.5,26.7,14.2,0.0,31.4,62.2,89.7,93.7,0.0,0.0,0.0,82.2,72.6,88.2,.
4604,variant,topping-cheese,cheeseballs,variant,4604-topping-cheese-cheeseballs,Y,Y,360,3.6,0.1,0,3,rare,,,1.0,815.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.5,86.7,71.2,85.8,3.7,50.0,78.4,69.4,3.5,5.1,96.1,0.0,67.9,71.8,72.6,1.0,0.0,0.0,0.0,37.5,50.5,2.8,.
4605,variant,topping-cheese,cheeseballs,variant,4605-topping-cheese-cheeseballs,Y,Y,30,3.6,0.1,0,3,grail,,,1.0,745.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.3,78.3,29.8,97.6,67.9,50.0,49.0,84.6,44.5,16.8,69.6,0.0,28.7,7.2,31.4,37.6,0.0,0.0,0.0,17.5,55.2,41.0,.
4610,variant,topping-cheese,bluecheesebits,variant,4610-topping-cheese-bluecheesebits,Y,N,360,4,0.1,0,7,common,uncommon,,1.0,784.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.1,75.0,3.8,91.3,40.7,50.0,3.7,82.5,87.5,39.6,11.7,0.0,51.7,44.9,67.9,82.2,0.0,0.0,0.0,89.0,99.6,78.7,.
4611,variant,topping-cheese,bluecheesebits,variant,4611-topping-cheese-bluecheesebits,Y,N,360,4.5,0.1,0,7,grail,,,1.0,730.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.9,69.7,13.9,56.4,37.4,50.0,55.2,45.8,73.5,85.9,91.6,0.0,17.0,16.3,28.7,37.5,0.0,0.0,0.0,15.3,81.5,25.2,.
4612,variant,topping-cheese,bluecheesebits,variant,4612-topping-cheese-bluecheesebits,Y,N,360,4,0.1,0,7,rare,,,1.0,671.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.1,75.2,50.2,2.7,41.1,50.0,17.2,25.9,39.5,69.3,27.7,0.0,53.3,99.1,51.7,17.5,0.0,0.0,0.0,41.4,98.5,25.7,.
4613,variant,topping-cheese,bluecheesebits,variant,4613-topping-cheese-bluecheesebits,Y,N,360,3,0.1,0,9,common,,,1.0,747.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.2,11.9,21.4,35.2,44.1,50.0,46.0,93.3,59.8,42.1,74.6,0.0,88.2,23.4,17.0,89.0,0.0,0.0,0.0,9.0,38.1,80.2,.
4614,variant,topping-cheese,bluecheesebits,variant,4614-topping-cheese-bluecheesebits,Y,N,360,2,0.1,0,9,common,,,1.0,888.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.7,55.4,70.8,49.5,92.5,50.0,56.0,25.3,99.7,68.5,78.0,0.0,60.6,61.5,53.3,15.3,0.0,0.0,0.0,79.8,73.7,27.5,.
4615,variant,topping-cheese,bluecheesebits,variant,4615-topping-cheese-bluecheesebits,Y,N,360,2,0.1,0,9,grail,,,1.0,710.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,34.1,7.6,0.9,5.1,50.0,61.4,91.8,53.9,48.0,25.3,0.0,63.7,87.7,88.2,41.4,0.0,0.0,0.0,82.2,0.3,10.3,.
4616,variant,topping-cheese,bluecheesebits,variant,4616-topping-cheese-bluecheesebits,Y,N,360,5,0.1,0,5,rare,,,1.0,847.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.7,24.4,86.5,46.1,3.7,50.0,62.2,89.7,93.7,94.5,64.7,0.0,33.5,75.7,60.6,9.0,0.0,0.0,0.0,21.4,20.0,34.2,.
4617,variant,topping-cheese,bluecheesebits,variant,4617-topping-cheese-bluecheesebits,Y,N,360,5.5,0.1,0,3,uncommon,,,1.0,792.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.9,49.3,73.4,79.3,43.8,50.0,71.8,72.6,1.0,20.6,10.4,0.0,90.2,34.3,63.7,79.8,0.0,0.0,0.0,59.0,30.5,24.9,.
4620,variant,topping-cheese,gouda,variant,4620-topping-cheese-gouda,Y,Y,360,4,0.1,0,5,common,rare,,1.0,821.9,0.0,1.0,1.0,3.0,4.0,5.0,6.0,7.0,8.0,45.0,63.0,23.0,50.0,1.7,56.3,71.9,25.5,1.5,50.0,7.2,31.4,37.6,59.9,89.4,0.0,9.2,49.5,33.5,82.2,0.0,0.0,0.0,25.0,72.8,98.1,.
4621,variant,topping-cheese,gouda,variant,4621-topping-cheese-gouda,Y,Y,360,4,0.1,0,5,uncommon,,,1.0,864.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.8,49.1,8.8,18.2,97.6,50.0,44.9,67.9,82.2,72.6,88.2,0.0,74.0,47.1,90.2,21.4,0.0,0.0,0.0,6.6,18.0,72.8,.
4622,variant,topping-cheese,gouda,variant,4622-topping-cheese-gouda,Y,Y,360,4,0.1,0,5,rare,,,1.0,623.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3,12.6,88.9,36.4,44.3,50.0,16.3,28.7,37.5,50.5,2.8,0.0,88.8,47.0,9.2,59.0,0.0,0.0,0.0,73.6,28.4,59.2,.
4630,Cheese,topping-cheese,goatcheese,Goat Cheese,4630-topping-cheese-goatcheese,Y,Y,360,3.5,1,8,16,common,uncommon,,1.0,730.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.3,22.8,37.9,70.0,51.6,50.0,3.7,82.5,87.5,39.6,11.7,0.0,82.5,87.5,39.6,11.7,0.0,0.0,0.0,39.6,11.7,11.7,.
4640,Cheese,topping-cheese,burntcheese,Burnt Cheese,4640-topping-cheese-burntcheese,Y,Y,360,1.25,0.5,8,16,rare,,,1.0,950.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.1,27.6,92.3,16.2,64.0,50.0,55.2,45.8,73.5,85.9,91.6,0.0,45.8,73.5,85.9,91.6,0.0,0.0,0.0,85.9,91.6,91.6,.
4641,variant,topping-cheese,burntcheese,variant,4641-topping-cheese-burntcheese,Y,Y,360,1.25,0.5,8,16,uncommon,,,1.0,620.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.7,73.3,40.3,52.4,9.9,50.0,17.2,25.9,39.5,69.3,27.7,0.0,25.9,39.5,69.3,27.7,0.0,0.0,0.0,69.3,27.7,27.7,.
