unique_id,category,topping,filename_paste,on_disk,sized_well,rotation,inches,scale_factor,inch_variance,min_per,max_per,variant rarity,topping rarity,scatters,serving_size,mass,calories,potassium,vitamin_c,magnesium,vitamin_b5,vitamin_d,vitamin_b7,height,moisture_content,cholesterol,vitamin_a,dietary_fiber,vitamin_b6,sugar,protein,iron,complex_carb,selenium,vitamin_k,vitamin_b12,calories_from_fat,vitamin_e,zinc,saturated_fat,iodine,trans_fat,sodium,monosaturated_fat,calcium,riboflavin,thiamin,folate,added_sugar,chromium,manganese,mark_end
5234,topping-pepper,banana,5234-topping-pepper-banana,Y,N,360,6,1.0,0.3,3,6,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5240,topping-pepper,red,5240-topping-pepper-red,Y,U,360,3,0.5,0.25,12,28,rare,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5241,topping-pepper,red,5241-topping-pepper-red,Y,U,360,5,0.8,0.25,12,28,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5242,topping-pepper,red,5242-topping-pepper-red,N,N,360,1,0.2,0.25,3,8,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5250,topping-pepper,ghost,5250-topping-pepper-ghost,Y,U,360,2.5,0.4,0,10,20,epic,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5251,topping-pepper,ghost,5251-topping-pepper-ghost,Y,U,360,2.5,0.4,0,10,20,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5252,topping-pepper,ghost,5252-topping-pepper-ghost,Y,U,360,2.5,0.4,0,10,20,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5253,topping-pepper,ghost,5253-topping-pepper-ghost,Y,U,360,2.5,0.4,0,10,20,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5260,topping-pepper,yellow,5260-topping-pepper-yellow,Y,U,360,7,1.2,0.3,10,16,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5261,topping-pepper,yellow,5261-topping-pepper-yellow,Y,U,360,7,1.2,0.3,10,16,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5270,topping-pepper,pepperoncini,5270-topping-pepper-pepperoncini,N,U,360,1.4,0.2,0.25,16,28,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5271,topping-pepper,pepperoncini,5271-topping-pepper-pepperoncini,N,U,360,1.4,0.2,0.25,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5272,topping-pepper,pepperoncini,5272-topping-pepper-pepperoncini,N,U,360,1.4,0.2,0.25,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5273,topping-pepper,pepperoncini,5273-topping-pepper-pepperoncini,N,U,360,1.8,0.3,0.25,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5274,topping-pepper,pepperoncini,5274-topping-pepper-pepperoncini,N,U,360,1.8,0.3,0.25,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5280,topping-pepper,habanero,5280-topping-pepper-habanero,Y,U,360,1.3,0.2,0.2,16,28,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5281,topping-pepper,habanero,5281-topping-pepper-habanero,Y,U,360,1.3,0.2,0.2,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5282,topping-pepper,habanero,5282-topping-pepper-habanero,Y,U,360,1.3,0.2,0.2,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5283,topping-pepper,habanero,5283-topping-pepper-habanero,Y,U,360,2,0.3,0.2,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5284,topping-pepper,habanero,5284-topping-pepper-habanero,Y,U,360,2,0.3,0.2,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5285,topping-pepper,habanero,5285-topping-pepper-habanero,Y,U,360,2,0.3,0.2,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5290,topping-pepper,greenpepper,5290-topping-pepper-greenpepper,Y,U,360,6,1.0,0,1,2,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5291,topping-pepper,greenpepper,5291-topping-pepper-greenpepper,Y,U,360,4,0.7,0,1,2,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5292,topping-pepper,greenpepper,5292-topping-pepper-greenpepper,Y,U,360,4,0.7,0,1,2,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5293,topping-pepper,greenpepper,5293-topping-pepper-greenpepper,Y,U,360,6.5,1.1,0,1,1,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5294,topping-pepper,greenpepper,5294-topping-pepper-greenpepper,Y,U,360,6.5,1.1,0,1,1,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5300,topping-pepper,aleppo,5300-topping-pepper-aleppo,N,N,360,4,0.7,0,2,4,Grail,Grail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5400,topping-fungi,mushrooms,5400-topping-fungi-mushrooms,Y,U,360,1.5,0.3,0.25,10,28,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5410,topping-fungi,blacktruffle,5410-topping-fungi-blacktruffle,Y,Y,360,3,0.5,0.3,8,20,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5420,topping-fungi,magicmushroom,5420-topping-fungi-magicmushroom,Y,U,360,2,0.3,0.25,6,24,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5421,topping-fungi,magicmushroom,5421-topping-fungi-magicmushroom,Y,U,360,2.25,0.4,0.5,6,24,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5440,topping-fungi,porcini,5440-topping-fungi-porcini,Y,U,360,3.5,0.6,0.3,6,16,common,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5441,topping-fungi,porcini,5441-topping-fungi-porcini,Y,U,360,3.5,0.6,0.3,6,16,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5450,topping-fungi,whitetruffle,5450-topping-fungi-whitetruffle,Y,U,360,2.75,0.5,0.2,8,20,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5451,topping-fungi,whitetruffle,5451-topping-fungi-whitetruffle,Y,U,360,2.75,0.5,0.2,8,20,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5452,topping-fungi,whitetruffle,5452-topping-fungi-whitetruffle,Y,U,360,5.5,0.9,0.1,8,20,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5460,topping-fungi,,5460-topping-fungi-,N,N,360,?,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5470,topping-fungi,morel,5470-topping-fungi-morel,Y,U,360,4,0.7,1.5,3,12,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5480,topping-fungi,amanita,5480-topping-fungi-amanita,Y,U,360,3,0.5,0.1,1,4,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5481,topping-fungi,amanita,5481-topping-fungi-amanita,Y,U,360,8,1.3,0.1,1,4,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5500,topping-nut,pistachios,5500-topping-nut-pistachios,Y,N,360,1,0.2,0.1,3,16,common,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5501,topping-nut,pistachios,5501-topping-nut-pistachios,Y,N,360,0.75,0.1,0.1,3,16,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5510,topping-nut,pinenuts,5510-topping-nut-pinenuts,Y,N,360,0.25,0.0,0.2,10,20,common,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5520,topping-nut,peanuts,5520-topping-nut-peanuts,Y,Y,360,2,0.3,0.2,8,20,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5521,topping-nut,peanuts,5521-topping-nut-peanuts,Y,Y,360,2,0.3,0.2,8,20,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5522,topping-nut,peanuts,5522-topping-nut-peanuts,Y,Y,360,2,0.3,0.2,8,20,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5600,topping-vegetable,yuca,5600-topping-vegetable-yuca,Y,U,360,1.5,0.3,0.2,8,20,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5601,topping-vegetable,yuca,5601-topping-vegetable-yuca,Y,U,360,1.5,0.3,0.2,8,20,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5602,topping-vegetable,yuca,5602-topping-vegetable-yuca,Y,U,360,1.5,0.3,0.2,8,20,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5610,topping-vegetable,vegansausage,5610-topping-vegetable-vegansausage,Y,U,360,3,0.5,0.1,6,14,common,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5611,topping-vegetable,vegansausage,5611-topping-vegetable-vegansausage,Y,U,360,3,0.5,0.1,6,14,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5612,topping-vegetable,vegansausage,5612-topping-vegetable-vegansausage,Y,U,360,3,0.5,0.1,6,14,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5613,topping-vegetable,vegansausage,5613-topping-vegetable-vegansausage,Y,U,360,3,0.5,0.1,6,14,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5614,topping-vegetable,vegansausage,5614-topping-vegetable-vegansausage,Y,U,360,3,0.5,0.1,6,14,grail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5620,topping-vegetable,cactus,5620-topping-vegetable-cactus,Y,U,360,2.75,0.5,0.2,12,28,common,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5621,topping-vegetable,cactus,5621-topping-vegetable-cactus,Y,U,360,2.75,0.5,0.2,12,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5622,topping-vegetable,cactus,5622-topping-vegetable-cactus,Y,U,360,2.75,0.5,0.2,12,28,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5623,topping-vegetable,cactus,5623-topping-vegetable-cactus,Y,U,360,2.75,0.5,0.2,12,28,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5624,topping-vegetable,cactus,5624-topping-vegetable-cactus,Y,U,360,2.75,0.5,0.2,12,28,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5640,topping-vegetable,edamame,5640-topping-vegetable-edamame,Y,U,360,1.5,0.3,0.1,8,20,common,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5641,topping-vegetable,edamame,5641-topping-vegetable-edamame,Y,U,360,1.5,0.3,0.1,8,20,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5650,topping-vegetable,tofu,5650-topping-vegetable-tofu,Y,U,360,1.2,0.2,0.05,8,20,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5651,topping-vegetable,tofu,5651-topping-vegetable-tofu,Y,U,360,1.2,0.2,0.05,8,20,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5652,topping-vegetable,tofu,5652-topping-vegetable-tofu,Y,U,360,1.2,0.2,0.05,8,20,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5660,topping-vegetable,spinach,5660-topping-vegetable-spinach,Y,N,360,2,0.3,3,4,8,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5670,topping-vegetable,pickles,5670-topping-vegetable-pickles,Y,U,360,1.5,0.3,0.25,12,28,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5671,topping-vegetable,pickles,5671-topping-vegetable-pickles,Y,U,360,1.5,0.3,0.25,12,28,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5672,topping-vegetable,pickles,5672-topping-vegetable-pickles,Y,U,360,5,0.8,0.4,12,28,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5673,topping-vegetable,pickles,5673-topping-vegetable-pickles,Y,U,360,5,0.8,0.4,12,28,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5680,topping-vegetable,bamboo,5680-topping-vegetable-bamboo,Y,U,360,9,1.5,1,4,10,common,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5681,topping-vegetable,bamboo,5681-topping-vegetable-bamboo,Y,U,360,9,1.5,1,4,10,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5682,topping-vegetable,bamboo,5682-topping-vegetable-bamboo,Y,U,360,9,1.5,1,4,10,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5683,topping-vegetable,bamboo,5683-topping-vegetable-bamboo,Y,U,360,9,1.5,1,4,10,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5684,topping-vegetable,bamboo,5684-topping-vegetable-bamboo,Y,U,360,9,1.5,1,4,10,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5690,topping-vegetable,redonion,5690-topping-vegetable-redonion,Y,U,360,1,0.2,0.1,12,28,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5691,topping-vegetable,redonion,5691-topping-vegetable-redonion,Y,U,360,6,1.0,1,12,28,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5700,topping-vegetable,shadowplant,5700-topping-vegetable-shadowplant,Y,U,360,7,1.2,1,1,2,common,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5701,topping-vegetable,shadowplant,5701-topping-vegetable-shadowplant,Y,U,360,7,1.2,1,1,2,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5702,topping-vegetable,shadowplant,5702-topping-vegetable-shadowplant,Y,U,360,7,1.2,1,1,2,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5703,topping-vegetable,shadowplant,5703-topping-vegetable-shadowplant,Y,U,360,7,1.2,1,1,2,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5704,topping-vegetable,shadowplant,5704-topping-vegetable-shadowplant,Y,U,360,7,1.2,1,1,2,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5705,topping-vegetable,shadowplant,5705-topping-vegetable-shadowplant,Y,U,360,7,1.2,1,1,2,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5710,topping-vegetable,sweetpotato,5710-topping-vegetable-sweetpotato,Y,U,360,3,0.5,0,8,16,common,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5711,topping-vegetable,sweetpotato,5711-topping-vegetable-sweetpotato,Y,U,360,3,0.5,0,8,16,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5712,topping-vegetable,sweetpotato,5712-topping-vegetable-sweetpotato,Y,U,360,3,0.5,0,8,16,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5713,topping-vegetable,sweetpotato,5713-topping-vegetable-sweetpotato,Y,U,360,6,1.0,0,8,16,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5714,topping-vegetable,sweetpotato,5714-topping-vegetable-sweetpotato,Y,U,360,6,1.0,0,8,16,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5715,topping-vegetable,sweetpotato,5715-topping-vegetable-sweetpotato,Y,U,360,4,0.7,0,8,16,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5720,topping-vegetable,arugula,5720-topping-vegetable-arugula,Y,U,360,2.5,0.4,0.25,8,20,common,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5722,topping-vegetable,arugula,5722-topping-vegetable-arugula,Y,U,360,2.5,0.4,0.25,8,20,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5730,topping-vegetable,broccolini,5730-topping-vegetable-broccolini,Y,U,360,6,1.0,0.1,4,10,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5731,topping-vegetable,broccolini,5731-topping-vegetable-broccolini,Y,U,360,6,1.0,0.1,4,10,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5732,topping-vegetable,broccolini,5732-topping-vegetable-broccolini,Y,U,360,6,1.0,0.1,4,10,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5733,topping-vegetable,broccolini,5733-topping-vegetable-broccolini,Y,U,360,6,1.0,0.1,4,10,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5734,topping-vegetable,broccolini,5734-topping-vegetable-broccolini,Y,U,360,9,1.5,0.1,4,10,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5735,topping-vegetable,broccolini,5735-topping-vegetable-broccolini,Y,U,360,9,1.5,0.1,4,10,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5740,topping-vegetable,corn,5740-topping-vegetable-corn,Y,N,360,6,1.0,0,1,1,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5741,topping-vegetable,corn,5741-topping-vegetable-corn,Y,N,360,6,1.0,0,1,1,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5750,topping-vegetable,artichokehearts,5750-topping-vegetable-artichokehearts,Y,U,360,5,0.8,0,6,14,epic,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5751,topping-vegetable,artichokehearts,5751-topping-vegetable-artichokehearts,Y,U,360,2.5,0.4,0.2,6,14,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5752,topping-vegetable,artichokehearts,5752-topping-vegetable-artichokehearts,Y,U,360,2.5,0.4,0.2,6,14,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5753,topping-vegetable,artichokehearts,5753-topping-vegetable-artichokehearts,Y,U,360,2.5,0.4,0.2,6,14,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5754,topping-vegetable,artichokehearts,5754-topping-vegetable-artichokehearts,Y,U,360,4,0.7,0.2,6,14,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5755,topping-vegetable,artichokehearts,5755-topping-vegetable-artichokehearts,Y,U,360,2.5,0.4,0.2,6,14,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5760,topping-vegetable,asparagus,5760-topping-vegetable-asparagus,Y,U,360,7,1.2,0,8,16,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5761,topping-vegetable,asparagus,5761-topping-vegetable-asparagus,Y,U,360,7,1.2,0,8,16,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5770,topping-vegetable,pickledbeets,5770-topping-vegetable-pickledbeets,Y,U,360,7,3.0,0.1,3,8,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5771,topping-vegetable,pickledbeets,5771-topping-vegetable-pickledbeets,Y,U,360,7,3.0,0.1,3,8,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5772,topping-vegetable,pickledbeets,5772-topping-vegetable-pickledbeets,Y,U,360,7,3.0,0.1,3,8,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5773,topping-vegetable,pickledbeets,5773-topping-vegetable-pickledbeets,Y,U,360,7,3.0,0.1,3,8,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5780,topping-vegetable,peas,5780-topping-vegetable-peas,Y,U,360,3,0.5,0.3,14,28,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5781,topping-vegetable,peas,5781-topping-vegetable-peas,Y,U,360,3,0.5,0.3,14,28,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5790,topping-vegetable,magicbeans,5790-topping-vegetable-magicbeans,Y,U,360,1.35,0.2,0.2,16,28,rare,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5791,topping-vegetable,magicbeans,5791-topping-vegetable-magicbeans,Y,U,360,1.35,0.2,0.2,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5792,topping-vegetable,magicbeans,5792-topping-vegetable-magicbeans,Y,U,360,1.35,0.2,0.2,16,28,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5793,topping-vegetable,magicbeans,5793-topping-vegetable-magicbeans,Y,U,360,1.35,0.2,0.2,16,28,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5794,topping-vegetable,magicbeans,5794-topping-vegetable-magicbeans,Y,U,360,1.35,0.2,0.2,16,28,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5795,topping-vegetable,magicbeans,5795-topping-vegetable-magicbeans,Y,U,360,1.35,0.2,0.2,16,28,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5796,topping-vegetable,magicbeans,5796-topping-vegetable-magicbeans,Y,U,360,1.35,0.2,0.2,16,28,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5800,topping-vegetable,choppedolive,5800-topping-vegetable-choppedolive,N,N,360,0.5,0.1,0.1,6,12,common,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5801,topping-vegetable,choppedolive,5801-topping-vegetable-choppedolive,N,N,360,0.5,0.1,0.1,6,12,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5802,topping-vegetable,choppedolive,5802-topping-vegetable-choppedolive,N,N,360,0.5,0.1,0.1,6,12,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5810,topping-vegetable,,5810-topping-vegetable-,N,N,360,3.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5820,topping-vegetable,chives,5820-topping-vegetable-chives,Y,U,360,4,0.7,0.1,6,10,epic,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5821,topping-vegetable,chives,5821-topping-vegetable-chives,Y,U,360,4,0.7,0.1,6,10,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5822,topping-vegetable,chives,5822-topping-vegetable-chives,Y,U,360,4,0.7,0.1,6,10,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5823,topping-vegetable,chives,5823-topping-vegetable-chives,Y,U,360,4,0.7,0.1,6,10,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5824,topping-vegetable,chives,5824-topping-vegetable-chives,Y,U,360,4,0.7,0.1,6,10,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5825,topping-vegetable,chives,5825-topping-vegetable-chives,Y,U,360,4,0.7,0.1,6,10,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5826,topping-vegetable,chives,5826-topping-vegetable-chives,Y,U,360,4,0.7,0.1,6,10,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5827,topping-vegetable,chives,5827-topping-vegetable-chives,Y,U,360,4,0.7,0.1,6,10,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5830,topping-vegetable,swisschard,5830-topping-vegetable-swisschard,Y,U,360,8,1.3,0.2,4,8,common,superrare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5831,topping-vegetable,swisschard,5831-topping-vegetable-swisschard,Y,U,360,7,1.2,0.2,4,8,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5832,topping-vegetable,swisschard,5832-topping-vegetable-swisschard,Y,U,360,5,0.8,0.2,4,8,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5833,topping-vegetable,swisschard,5833-topping-vegetable-swisschard,Y,U,360,7,1.2,0.2,4,8,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5834,topping-vegetable,swisschard,5834-topping-vegetable-swisschard,Y,U,360,6,1.0,0.2,4,8,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5835,topping-vegetable,swisschard,5835-topping-vegetable-swisschard,Y,U,360,6,1.0,0.2,4,8,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5836,topping-vegetable,swisschard,5836-topping-vegetable-swisschard,Y,U,360,6,1.0,0.2,4,8,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5837,topping-vegetable,swisschard,5837-topping-vegetable-swisschard,Y,U,360,3,0.5,0.2,4,8,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5840,topping-vegetable,kale,5840-topping-vegetable-kale,Y,U,360,3.5,0.6,0.3,4,8,common,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
5841,topping-vegetable,kale,5841-topping-vegetable-kale,Y,U,360,3.5,0.6,0.3,4,8,uncommon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
