unique_id,category,topping,filename_paste,on_disk,img_size,inches,scale_factor,inch_variance,min_per,max_per,variant rarity,topping rarity,scatters,description,mark_end
4350,topping-meat,jerkchicken,4350-topping-meat-jerkchicken,Y,#N/A,4.5,0.75,0.5,6,8,common,uncommon,,,.
4351,topping-meat,jerkchicken,4351-topping-meat-jerkchicken,Y,#N/A,4.5,0.75,0.5,6,8,common,,,,.
4352,topping-meat,jerkchicken,4352-topping-meat-jerkchicken,Y,#N/A,3,0.5,0.5,6,8,common,,,,.
4353,topping-meat,jerkchicken,4353-topping-meat-jerkchicken,Y,#N/A,7,1.166666667,0.5,1,1,rare,,,,.
4360,topping-meat,zombie,4360-topping-meat-zombie,Y,480x640,2,0.3333333333,0.2,14,22,common,rare,,,.
4361,topping-meat,zombie,4361-topping-meat-zombie,Y,480x640,2,0.3333333333,0.2,14,22,common,,,,.
4362,topping-meat,zombie,4362-topping-meat-zombie,Y,480x640,2,0.3333333333,0.2,14,22,common,,,,.
4363,topping-meat,zombie,4363-topping-meat-zombie,Y,480x640,2,0.3333333333,0.2,14,22,common,,,,.
4364,topping-meat,zombie,4364-topping-meat-zombie,Y,480x640,2,0.3333333333,0.2,14,22,common,,,,.
4365,topping-meat,zombie,4365-topping-meat-zombie,Y,480x640,2,0.3333333333,0.2,14,22,common,,,,.
4366,topping-meat,zombie,4366-topping-meat-zombie,Y,480x640,4,0.6666666667,0.4,6,10,uncommon,,,,.
4367,topping-meat,zombie,4367-topping-meat-zombie,Y,480x640,4,0.6666666667,0.4,6,10,uncommon,,,,.
4370,topping-meat,oxtail,4370-topping-meat-oxtail,Y,#N/A,3,0.5,0.3,12,14,common,rare,,A spine section cooked to perection - DS,.
4371,topping-meat,oxtail,4371-topping-meat-oxtail,Y,#N/A,3,0.5,0.3,12,14,common,,,A spine section cooked to perection - DS,.
4372,topping-meat,oxtail,4372-topping-meat-oxtail,Y,#N/A,3,0.5,0.3,12,14,common,,,A spine section cooked to perection - DS,.
4380,topping-meat,pizzarat,4380-topping-meat-pizzarat,N,#N/A,,0,,,,,,,A spine section cooked to perection - DS,.
4390,topping-meat,hotdog,4390-topping-meat-hotdog,Y,#N/A,6,1,0.6,4,6,common,rare,,Teenage Mutant Ninja Hotdog,.
4391,topping-meat,hotdog,4391-topping-meat-hotdog,Y,#N/A,6,1,0.6,4,6,common,,,Teenage Mutant Ninja Hotdog,.
4392,topping-meat,hotdog,4392-topping-meat-hotdog,Y,#N/A,6,1,0.6,4,6,common,,,Teenage Mutant Ninja Hotdog,.
4393,topping-meat,hotdog,4393-topping-meat-hotdog,Y,#N/A,6,1,0.6,4,6,common,,,Teenage Mutant Ninja Hotdog,.
4400,topping-meat,unicorn,4400-topping-meat-unicorn,Y,#N/A,4,0.6666666667,0.4,6,10,common,epic,,"The ""Corns"", A Unicorn Family",.
4401,topping-meat,unicorn,4401-topping-meat-unicorn,Y,#N/A,4,0.6666666667,0.4,6,10,common,,,"The ""Corns"", A Unicorn Family",.
4402,topping-meat,unicorn,4402-topping-meat-unicorn,Y,#N/A,4,0.6666666667,0.4,6,10,common,,,"The ""Corns"", A Unicorn Family",.
4410,topping-meat,butt,4410-topping-meat-butt,Y,#N/A,6,1,0.5,4,5,common,epic,,It farts sometimes,.
4411,topping-meat,butt,4411-topping-meat-butt,Y,#N/A,6,1,0.5,4,5,common,,,It farts sometimes,.
4412,topping-meat,butt,4412-topping-meat-butt,Y,#N/A,6,1,0.5,4,5,common,,,It farts sometimes,.
4420,topping-meat,crustworm,4420-topping-meat-crustworm,N,#N/A,,0,,,,,,,It farts sometimes,.
4430,topping-meat,brain,4430-topping-meat-brain,Y,#N/A,6,1,0.4,4,6,common,epic,,x,.
4431,topping-meat,brain,4431-topping-meat-brain,Y,#N/A,6,1,0.4,4,6,common,,,x,.
4432,topping-meat,brain,4432-topping-meat-brain,Y,#N/A,6,1,0.4,4,6,common,,,x,.
4440,topping-meat,corndog,4440-topping-meat-corndog,Y,#N/A,5,0.8333333333,0,5,7,common,uncommon,,,.
4450,topping-meat,friedchicken,4450-topping-meat-friedchicken,Y,#N/A,4,0.6666666667,0.2,7,10,common,uncommon,,,.
4600,topping-cheese,cheeseballs,4600-topping-cheese-cheeseballs,Y,#N/A,4,0.6666666667,0.1,0,3,common,,,I rolled these cheeseballs myself,.
4601,topping-cheese,cheeseballs,4601-topping-cheese-cheeseballs,Y,#N/A,4,0.6666666667,0.1,0,3,epic,,,I rolled these cheeseballs myself,.
4602,topping-cheese,cheeseballs,4602-topping-cheese-cheeseballs,Y,#N/A,4,0.6666666667,0.1,0,3,common,,,I rolled these cheeseballs myself,.
4603,topping-cheese,cheeseballs,4603-topping-cheese-cheeseballs,Y,#N/A,4,0.6666666667,0.1,0,3,uncommon,,,I rolled these cheeseballs myself,.
4604,topping-cheese,cheeseballs,4604-topping-cheese-cheeseballs,Y,#N/A,4,0.6666666667,0.1,0,3,rare,,,I rolled these cheeseballs myself,.
4605,topping-cheese,cheeseballs,4605-topping-cheese-cheeseballs,Y,#N/A,4,0.6666666667,0.1,0,3,grail,,,I rolled these cheeseballs myself,.
4610,topping-cheese,bluecheesebits,4610-topping-cheese-bluecheesebits,Y,480x640,0.75,0.125,0.1,0,12,common,,,I rolled these cheeseballs myself,.
4611,topping-cheese,bluecheesebits,4611-topping-cheese-bluecheesebits,Y,480x640,0.75,0.125,0.1,0,12,grail,,,I rolled these cheeseballs myself,.
4612,topping-cheese,bluecheesebits,4612-topping-cheese-bluecheesebits,Y,480x640,0.75,0.125,0.1,0,12,rare,,,I rolled these cheeseballs myself,.
4613,topping-cheese,bluecheesebits,4613-topping-cheese-bluecheesebits,Y,480x640,0.75,0.125,0.1,0,12,common,,,I rolled these cheeseballs myself,.
4620,topping-cheese,gouda,4620-topping-cheese-gouda,Y,#N/A,3,0.5,0.1,0,5,common,,,I rolled these cheeseballs myself,.
4621,topping-cheese,gouda,4621-topping-cheese-gouda,Y,#N/A,3,0.5,0.1,0,5,epic,,,I rolled these cheeseballs myself,.
4622,topping-cheese,gouda,4622-topping-cheese-gouda,Y,#N/A,3,0.5,0.1,0,5,uncommon,,,I rolled these cheeseballs myself,.
4623,topping-cheese,gouda,4623-topping-cheese-gouda,Y,#N/A,3,0.5,0.1,0,5,epic,,,I rolled these cheeseballs myself,.
4624,topping-cheese,gouda,4624-topping-cheese-gouda,Y,#N/A,3,0.5,0.1,0,5,rare,,,I rolled these cheeseballs myself,.
4625,topping-cheese,gouda,4625-topping-cheese-gouda,Y,#N/A,3,0.5,0.1,0,5,grail,,,I rolled these cheeseballs myself,.
4630,topping-cheese,goatcheese,4630-topping-cheese-goatcheese,Y,#N/A,3,0.5,,,,,,,,.
4640,topping-cheese,burntcheese,4640-topping-cheese-burntcheese,Y,#N/A,2,0.3333333333,1,3,6,rare,,,,.
4641,topping-cheese,burntcheese,4641-topping-cheese-burntcheese,Y,#N/A,2,0.3333333333,1,3,6,uncommon,,,,.
4642,topping-cheese,burntcheese,4642-topping-cheese-burntcheese,Y,#N/A,2,0.3333333333,1,3,6,common,,,,.
4800,topping-fruit,,4800-topping-fruit-,N,#N/A,,0,,,,,,,,.
4810,topping-fruit,,4810-topping-fruit-,N,#N/A,,0,,,,,,,,.
4820,topping-fruit,,4820-topping-fruit-,N,#N/A,,0,,,,,,,,.
4890,topping-fruit,tomato,4890-topping-fruit-tomato,Y,#N/A,3,0.5,0.3,5,12,common,,,,.
4891,topping-fruit,tomato,4891-topping-fruit-tomato,Y,#N/A,3,0.5,0.3,5,12,common,,,,.
4892,topping-fruit,tomato,4892-topping-fruit-tomato,Y,#N/A,3,0.5,0.3,5,12,common,,,,.
4900,topping-fruit,psychedelictomato,4900-topping-fruit-psychedelictomato,Y,#N/A,3,0.5,0.3,5,9,common,,,,.
4901,topping-fruit,psychedelictomato,4901-topping-fruit-psychedelictomato,Y,#N/A,3,0.5,0.3,5,9,uncommon,,,,.
4902,topping-fruit,psychedelictomato,4902-topping-fruit-psychedelictomato,Y,#N/A,3,0.5,0.3,5,9,rare,,,,.
4910,topping-fruit,mango,4910-topping-fruit-mango,Y,#N/A,4,0.6666666667,0.2,1,5,common,,,,.
4911,topping-fruit,mango,4911-topping-fruit-mango,Y,#N/A,4,0.6666666667,0.2,1,5,uncommon,,,,.
4912,topping-fruit,mango,4912-topping-fruit-mango,Y,#N/A,4,0.6666666667,0.2,1,5,rare,,,,.
4920,topping-fruit,bean,4920-topping-fruit-bean,Y,#N/A,0.75,0.125,0.1,5,20,common,,,,.
4930,topping-fruit,fig,4930-topping-fruit-fig,Y,1024x1022,16,2.666666667,0.05,0,1,common,,,,.
4931,topping-fruit,fig,4931-topping-fruit-fig,Y,1024x1022,16,2.666666667,0.05,0,1,uncommon,,,,.
4932,topping-fruit,fig,4932-topping-fruit-fig,Y,1024x1025,16,2.666666667,0.05,0,1,rare,,,,.
4940,topping-fruit,pitaya,4940-topping-fruit-pitaya,Y,#N/A,6,1,0.15,1,3,common,,,,.
4941,topping-fruit,pitaya,4941-topping-fruit-pitaya,Y,#N/A,6,1,0.15,1,3,uncommon,,,,.
4942,topping-fruit,pitaya,4942-topping-fruit-pitaya,Y,#N/A,6,1,0.15,1,3,rare,,,,.
4950,topping-fruit,grapefruit,4950-topping-fruit-grapefruit,Y,#N/A,4,0.6666666667,0.2,2,6,common,,,,.
4960,topping-fruit,lime,4960-topping-fruit-lime,Y,#N/A,3,0.5,0.1,1,3,common,,,,.
4961,topping-fruit,lime,4961-topping-fruit-lime,Y,#N/A,3,0.5,0.1,1,3,common,,,,.
4962,topping-fruit,lime,4962-topping-fruit-lime,Y,#N/A,3,0.5,0.1,1,3,uncommon,,,,.
4963,topping-fruit,lime,4963-topping-fruit-lime,Y,#N/A,3,0.5,0.1,1,3,rare,,,,.
4964,topping-fruit,lime,4964-topping-fruit-lime,Y,#N/A,3,0.5,0.1,1,3,epic,,,,.
4965,topping-fruit,lime,4965-topping-fruit-lime,Y,#N/A,3,0.5,0.1,1,3,grail,,,,.
4970,topping-fruit,blueberry,4970-topping-fruit-blueberry,Y,480x605,1,0.1666666667,0.1,3,12,common,,,,.
4980,topping-fruit,avocado,4980-topping-fruit-avocado,Y,#N/A,4,0.6666666667,0.1,2,4,common,,,,.
4981,topping-fruit,avocado,4981-topping-fruit-avocado,Y,#N/A,4,0.6666666667,0.1,2,4,uncommon,,,,.
4982,topping-fruit,avocado,4982-topping-fruit-avocado,Y,#N/A,4,0.6666666667,0.1,2,4,rare,,,,.
4983,topping-fruit,avocado,4983-topping-fruit-avocado,Y,#N/A,4,0.6666666667,0.1,2,4,epic,,,,.
4990,topping-fruit,cherrytomato,4990-topping-fruit-cherrytomato,Y,#N/A,1.5,0.25,0.3,5,15,common,,,,.
4991,topping-fruit,cherrytomato,4991-topping-fruit-cherrytomato,Y,#N/A,1.5,0.25,0.3,5,15,uncommon,,,,.
4992,topping-fruit,cherrytomato,4992-topping-fruit-cherrytomato,Y,#N/A,1.5,0.25,0.3,5,15,epic,,,,.
4993,topping-fruit,cherrytomato,4993-topping-fruit-cherrytomato,Y,#N/A,1.5,0.25,0.3,5,15,rare,,,,.
4994,topping-fruit,cherrytomato,4994-topping-fruit-cherrytomato,Y,#N/A,1.5,0.25,0.3,5,15,common,,,,.
5000,topping-fruit,lemon,5000-topping-fruit-lemon,Y,#N/A,4,0.6666666667,0.25,1,5,uncommon,,,You can see how we prepare our special lemons at lemonparty.com - DS,.
5001,topping-fruit,lemon,5001-topping-fruit-lemon,Y,#N/A,4,0.6666666667,0.25,1,5,rare,,,You can see how we prepare our special lemons at lemonparty.com - DS,.
5002,topping-fruit,lemon,5002-topping-fruit-lemon,Y,#N/A,4,0.6666666667,0.25,1,5,common,,,You can see how we prepare our special lemons at lemonparty.com - DS,.
5010,topping-fruit,greenpapaya,5010-topping-fruit-greenpapaya,N,#N/A,,0,,,,,,,,.
5020,topping-fruit,pineapple,5020-topping-fruit-pineapple,Y,#N/A,1.5,0.25,0.2,5,18,common,,,,.
5021,topping-fruit,pineapple,5021-topping-fruit-pineapple,Y,#N/A,1.5,0.25,0.2,5,18,common,,,,.
5022,topping-fruit,pineapple,5022-topping-fruit-pineapple,Y,#N/A,1.5,0.25,0.2,5,18,common,,,,.
5023,topping-fruit,pineapple,5023-topping-fruit-pineapple,Y,#N/A,1.5,0.25,0.2,5,18,common,,,,.
5024,topping-fruit,pineapple,5024-topping-fruit-pineapple,Y,#N/A,1.5,0.25,0.2,5,18,common,,,,.
5025,topping-fruit,pineapple,5025-topping-fruit-pineapple,Y,#N/A,1,0.1666666667,0.2,5,18,common,,,,.
5030,topping-fruit,durian,5030-topping-fruit-durian,Y,#N/A,14,2.333333333,0.1,1,1,epic,,,This king of fruits is sop ungent that it's illegal to carry them on public transport.,.
5040,topping-fruit,banana,5040-topping-fruit-banana,Y,#N/A,8,1.333333333,0.2,1,3,common,,,,.
5041,topping-fruit,banana,5041-topping-fruit-banana,Y,#N/A,8,1.333333333,0.2,1,3,uncommon,,,,.
5050,topping-fruit,watermelon,5050-topping-fruit-watermelon,Y,#N/A,5,0.8333333333,0.2,1,3,common,,,Put these ample melons in your mouth - DS,.
5051,topping-fruit,watermelon,5051-topping-fruit-watermelon,Y,#N/A,5,0.8333333333,0.2,1,3,uncommon,,,Put these ample melons in your mouth - DS,.
5052,topping-fruit,watermelon,5052-topping-fruit-watermelon,Y,#N/A,5,0.8333333333,0.2,1,3,rare,,,Put these ample melons in your mouth - DS,.
5053,topping-fruit,watermelon,5053-topping-fruit-watermelon,Y,#N/A,5,0.8333333333,0.2,1,3,epic,,,Put these ample melons in your mouth - DS,.
5054,topping-fruit,watermelon,5054-topping-fruit-watermelon,Y,#N/A,5,0.8333333333,0.2,1,3,grail,,,Put these ample melons in your mouth - DS,.
5060,topping-fruit,kiwi,5060-topping-fruit-kiwi,Y,2000x2000,3,0.5,0.1,1,6,common,,,Made from real New Zealanders! - DS,.
5070,topping-fruit,grape,5070-topping-fruit-grape,Y,#N/A,1.5,0.25,0.1,2,9,uncommon,,,It is hotly debated as to whether these grapes actually become raisins in the process of being cooked into the pizza. - DS,.
5071,topping-fruit,grape,5071-topping-fruit-grape,Y,#N/A,1.5,0.25,0.1,2,9,common,,,It is hotly debated as to whether these grapes actually become raisins in the process of being cooked into the pizza. - DS,.
5072,topping-fruit,grape,5072-topping-fruit-grape,Y,#N/A,1.5,0.25,0.1,2,9,common,,,It is hotly debated as to whether these grapes actually become raisins in the process of being cooked into the pizza. - DS,.
5073,topping-fruit,grape,5073-topping-fruit-grape,Y,#N/A,1.5,0.25,0.1,2,9,rare,,,It is hotly debated as to whether these grapes actually become raisins in the process of being cooked into the pizza. - DS,.
5074,topping-fruit,grape,5074-topping-fruit-grape,Y,#N/A,1.5,0.25,0.1,2,9,epic,,,It is hotly debated as to whether these grapes actually become raisins in the process of being cooked into the pizza. - DS,.
5075,topping-fruit,grape,5075-topping-fruit-grape,Y,#N/A,1.5,0.25,0.1,2,9,grail,,,It is hotly debated as to whether these grapes actually become raisins in the process of being cooked into the pizza. - DS,.
5080,topping-fruit,peach,5080-topping-fruit-peach,Y,6065x3527,3,0.5,0.1,1,7,common,,,,.
5081,topping-fruit,peach,5081-topping-fruit-peach,Y,8000x8000,3,0.5,0.1,1,7,common,,,,.
5090,topping-fruit,strawberry,5090-topping-fruit-strawberry,Y,#N/A,2,0.3333333333,0.1,1,9,common,,,"Some find strawberries on pizza to be controversial, but at Rare Pizzas, we have a ruthless disregard for tradition. -DS",.
5091,topping-fruit,strawberry,5091-topping-fruit-strawberry,Y,#N/A,2,0.3333333333,0.1,1,9,rare,,,"Some find strawberries on pizza to be controversial, but at Rare Pizzas, we have a ruthless disregard for tradition. -DS",.
5100,topping-fruit,apple,5100-topping-fruit-apple,Y,#N/A,3,0.5,0.1,1,7,common,,,An apple on your pizza can cure your alopecia. Disclaimer: this claim isn’t backed by research. - DS,.
5101,topping-fruit,apple,5101-topping-fruit-apple,Y,#N/A,3,0.5,0.1,1,7,common,,,An apple on your pizza can cure your alopecia. Disclaimer: this claim isn’t backed by research. - DS,.
5102,topping-fruit,apple,5102-topping-fruit-apple,Y,#N/A,3,0.5,0.1,1,7,common,,,An apple on your pizza can cure your alopecia. Disclaimer: this claim isn’t backed by research. - DS,.
5103,topping-fruit,apple,5103-topping-fruit-apple,Y,#N/A,3,0.5,0.1,1,4,uncommon,,,An apple on your pizza can cure your alopecia. Disclaimer: this claim isn’t backed by research. - DS,.
5104,topping-fruit,apple,5104-topping-fruit-apple,Y,#N/A,3,0.5,0.1,1,4,uncommon,,,An apple on your pizza can cure your alopecia. Disclaimer: this claim isn’t backed by research. - DS,.
5105,topping-fruit,apple,5105-topping-fruit-apple,Y,#N/A,3,0.5,0.1,0,3,rare,,,An apple on your pizza can cure your alopecia. Disclaimer: this claim isn’t backed by research. - DS,.
5106,topping-fruit,apple,5106-topping-fruit-apple,Y,#N/A,3,0.5,0.1,0,3,rare,,,An apple on your pizza can cure your alopecia. Disclaimer: this claim isn’t backed by research. - DS,.
5110,topping-fruit,cherry,5110-topping-fruit-cherry,Y,#N/A,3,0.5,0.1,3,7,common,,,"Especially grown in our own olive garden, where I have worked as a middle manager for a decade now. I don’t find the work super meaningful. -DS",.
5111,topping-fruit,cherry,5111-topping-fruit-cherry,Y,#N/A,3,0.5,0.1,3,7,uncommon,,,"Especially grown in our own olive garden, where I have worked as a middle manager for a decade now. I don’t find the work super meaningful. -DS",.
5112,topping-fruit,cherry,5112-topping-fruit-cherry,Y,#N/A,3,0.5,0.1,3,7,rare,,,"Especially grown in our own olive garden, where I have worked as a middle manager for a decade now. I don’t find the work super meaningful. -DS",.
5113,topping-fruit,cherry,5113-topping-fruit-cherry,Y,#N/A,3,0.5,0.1,3,7,grail,,,"Especially grown in our own olive garden, where I have worked as a middle manager for a decade now. I don’t find the work super meaningful. -DS",.
5114,topping-fruit,cherry,5114-topping-fruit-cherry,Y,#N/A,3,0.5,0.1,3,7,epic,,,"Especially grown in our own olive garden, where I have worked as a middle manager for a decade now. I don’t find the work super meaningful. -DS",.
5115,topping-fruit,cherry,5115-topping-fruit-cherry,Y,#N/A,3,0.5,0.1,3,7,common,,,"Especially grown in our own olive garden, where I have worked as a middle manager for a decade now. I don’t find the work super meaningful. -DS",.
5120,topping-fruit,blackberry,5120-topping-fruit-blackberry,Y,#N/A,1.5,0.25,0.1,3,12,uncommon,,,Hand picked and prepared by the swing/ska bandCherry Poppin’ Daddies. That is how they got that name. - DS,.
5121,topping-fruit,blackberry,5121-topping-fruit-blackberry,Y,#N/A,1.5,0.25,0.1,3,12,common,,,Hand picked and prepared by the swing/ska bandCherry Poppin’ Daddies. That is how they got that name. - DS,.
5122,topping-fruit,blackberry,5122-topping-fruit-blackberry,Y,#N/A,1.5,0.25,0.1,3,12,rare,,,Hand picked and prepared by the swing/ska bandCherry Poppin’ Daddies. That is how they got that name. - DS,.
5123,topping-fruit,blackberry,5123-topping-fruit-blackberry,Y,#N/A,1.5,0.25,0.1,3,12,epic,,,Hand picked and prepared by the swing/ska bandCherry Poppin’ Daddies. That is how they got that name. - DS,.
5130,topping-fruit,clockworkorange,5130-topping-fruit-clockworkorange,Y,#N/A,3.5,0.5833333333,0.1,1,3,rare,,,,.
5140,topping-fruit,cantaloupe,5140-topping-fruit-cantaloupe,Y,#N/A,7,1.166666667,0.1,1,3,common,,,,.
5141,topping-fruit,cantaloupe,5141-topping-fruit-cantaloupe,Y,#N/A,7,1.166666667,0.1,1,3,uncommon,,,,.
5142,topping-fruit,cantaloupe,5142-topping-fruit-cantaloupe,Y,#N/A,7,1.166666667,0.1,1,3,rare,,,,.
5143,topping-fruit,cantaloupe,5143-topping-fruit-cantaloupe,Y,#N/A,7,1.166666667,0.1,1,3,epic,,,,.
5144,topping-fruit,cantaloupe,5144-topping-fruit-cantaloupe,Y,#N/A,7,1.166666667,0.1,1,3,grail,,,,.
5150,topping-fruit,passionfruit,5150-topping-fruit-passionfruit,Y,#N/A,3,0.5,0.1,1,3,common,,,,.
5151,topping-fruit,passionfruit,5151-topping-fruit-passionfruit,Y,#N/A,3,0.5,0.1,1,3,uncommon,,,,.
5152,topping-fruit,passionfruit,5152-topping-fruit-passionfruit,Y,#N/A,3,0.5,0.1,1,3,rare,,,,.
5153,topping-fruit,passionfruit,5153-topping-fruit-passionfruit,Y,#N/A,3,0.5,0.1,1,3,rare,,,,.
5154,topping-fruit,passionfruit,5154-topping-fruit-passionfruit,Y,#N/A,3,0.5,0.1,1,3,rare,,,,.
5155,topping-fruit,passionfruit,5155-topping-fruit-passionfruit,Y,#N/A,3,0.5,0.1,1,3,epic,,,,.
5155,topping-fruit,passionfruit,5155-topping-fruit-passionfruit,Y,#N/A,3,0.5,0.1,1,3,grail,,,,.
5160,topping-fruit,orangepeel,5160-topping-fruit-orangepeel,Y,#N/A,5,0.8333333333,0.1,1,5,common,,,,.
5161,topping-fruit,orangepeel,5161-topping-fruit-orangepeel,Y,#N/A,5,0.8333333333,0.1,1,5,uncommon,,,,.
5162,topping-fruit,orangepeel,5162-topping-fruit-orangepeel,Y,#N/A,5,0.8333333333,0.1,0,3,uncommon,,,,.
5163,topping-fruit,orangepeel,5163-topping-fruit-orangepeel,Y,#N/A,5,0.8333333333,0.1,0,3,rare,,,,.
5164,topping-fruit,orangepeel,5164-topping-fruit-orangepeel,Y,#N/A,5,0.8333333333,0.1,1,5,rare,,,,.
5170,topping-fruit,blackolives,5170-topping-fruit-blackolives,Y,#N/A,1,0.1666666667,0.1,3,12,common,,,,.
5171,topping-fruit,blackolives,5171-topping-fruit-blackolives,Y,#N/A,1,0.1666666667,0.1,3,12,uncommon,,,,.
5172,topping-fruit,blackolives,5172-topping-fruit-blackolives,Y,#N/A,1,0.1666666667,0.1,3,12,rare,,,,.
5180,topping-fruit,date,5180-topping-fruit-date,Y,#N/A,1,0.1666666667,0.1,0,5,common,,,A great source of many of the nutrients your body needs. Often called the gatorade of berries. -DS,.
5181,topping-fruit,date,5181-topping-fruit-date,Y,#N/A,1,0.1666666667,0.1,0,5,uncommon,,,A great source of many of the nutrients your body needs. Often called the gatorade of berries. -DS,.
5182,topping-fruit,date,5182-topping-fruit-date,Y,#N/A,1,0.1666666667,0.1,0,5,rare,,,A great source of many of the nutrients your body needs. Often called the gatorade of berries. -DS,.
5190,topping-fruit,eggplant,5190-topping-fruit-eggplant,Y,#N/A,3,0.5,0.1,3,7,common,,,You up?,.
5191,topping-fruit,eggplant,5191-topping-fruit-eggplant,Y,#N/A,9,1.5,0.1,0,3,rare,,,You up?,.
5200,topping-pepper,chili,5200-topping-pepper-chili,Y,#N/A,3,0.5,0.3,3,8,Common,uncommon,,Spicy,.
5201,topping-pepper,chili,5201-topping-pepper-chili,Y,#N/A,3,0.5,0.3,3,8,Common,uncommon,,Spicy,.
5202,topping-pepper,chili,5202-topping-pepper-chili,Y,#N/A,3,0.5,0.3,3,8,Common,uncommon,,Spicy,.
5203,topping-pepper,chili,5203-topping-pepper-chili,Y,#N/A,3,0.5,0.3,3,8,Common,uncommon,,Spicy,.
5204,topping-pepper,chili,5204-topping-pepper-chili,Y,#N/A,3,0.5,0.3,3,8,Common,uncommon,,Spicy,.
5205,topping-pepper,chili,5205-topping-pepper-chili,Y,#N/A,3,0.5,0.3,3,8,Common,uncommon,,Spicy,.
5206,topping-pepper,chili,5206-topping-pepper-chili,Y,#N/A,3,0.5,0.3,3,8,Common,uncommon,,Spicy,.
5207,topping-pepper,chili,5207-topping-pepper-chili,Y,#N/A,3,0.5,0.3,3,8,Common,uncommon,,Spicy,.
5210,topping-pepper,jalapeno,5210-topping-pepper-jalapeno,Y,#N/A,3,0.5,0,4,8,Common,uncommon,,Spicy,.
5211,topping-pepper,jalapeno,5211-topping-pepper-jalapeno,Y,#N/A,3,0.5,0,4,8,Common,uncommon,,Spicy,.
5212,topping-pepper,jalapeno,5212-topping-pepper-jalapeno,Y,#N/A,3,0.5,0,4,8,Common,uncommon,,Spicy,.
5213,topping-pepper,jalapeno,5213-topping-pepper-jalapeno,Y,#N/A,3,0.5,0,4,8,Common,uncommon,,Spicy,.
5214,topping-pepper,jalapeno,5214-topping-pepper-jalapeno,Y,#N/A,3,0.5,0,4,8,Common,uncommon,,Spicy,.
5215,topping-pepper,jalapeno,5215-topping-pepper-jalapeno,Y,#N/A,3,0.5,0,4,8,Common,uncommon,,Spicy,.
5220,topping-pepper,shishito,5220-topping-pepper-shishito,Y,#N/A,3,0.5,0,4,6,Epic,Epic,,,.
5230,topping-pepper,banana,5230-topping-pepper-banana,Y,#N/A,6,1,0.3,3,6,Rare,Rare,,,.
5231,topping-pepper,banana,5231-topping-pepper-banana,Y,#N/A,6,1,0.3,3,6,Common,Rare,,,.
5232,topping-pepper,banana,5232-topping-pepper-banana,Y,#N/A,6,1,0.3,3,6,Common,Rare,,,.
5233,topping-pepper,banana,5233-topping-pepper-banana,Y,#N/A,6,1,0.3,3,6,Rare,Rare,,,.
5234,topping-pepper,banana,5234-topping-pepper-banana,Y,#N/A,6,1,0.3,3,6,Epic,Epic,,,.
5240,topping-pepper,red,5240-topping-pepper-red,Y,1000x1000,1,0.1666666667,0.25,3,8,Rare,Common,,,.
5241,topping-pepper,red,5241-topping-pepper-red,Y,1000x1000,1,0.1666666667,0.25,3,8,Uncommon,Common,,,.
5242,topping-pepper,red,5242-topping-pepper-red,Y,#N/A,1,0.1666666667,0.25,3,8,Common,Common,,,.
5250,topping-pepper,ghost,5250-topping-pepper-ghost,Y,#N/A,3,0.5,0,3,6,Epic,Rare,,,.
5251,topping-pepper,ghost,5251-topping-pepper-ghost,Y,#N/A,3,0.5,0,3,6,Rare,Rare,,,.
5252,topping-pepper,ghost,5252-topping-pepper-ghost,Y,#N/A,3,0.5,0,3,6,Common,Rare,,,.
5253,topping-pepper,ghost,5253-topping-pepper-ghost,Y,#N/A,3,0.5,0,3,6,Uncommon,Rare,,,.
5260,topping-pepper,yellow,5260-topping-pepper-yellow,Y,1224x1024,2,0.3333333333,0.3,4,8,Common,Common,,They call me mellow yellow,.
5261,topping-pepper,yellow,5261-topping-pepper-yellow,Y,1224x1024,2,0.3333333333,0.3,4,8,Rare,Common,,They call me mellow yellow,.
5270,topping-pepper,pepperoncini,5270-topping-pepper-pepperoncini,Y,#N/A,3,0.5,0.25,4,8,Common,Common,,They call me mellow yellow,.
5271,topping-pepper,pepperoncini,5271-topping-pepper-pepperoncini,Y,#N/A,3,0.5,0.25,4,8,Common,Common,,They call me mellow yellow,.
5272,topping-pepper,pepperoncini,5272-topping-pepper-pepperoncini,Y,#N/A,3,0.5,0.25,4,8,Common,Common,,They call me mellow yellow,.
5273,topping-pepper,pepperoncini,5273-topping-pepper-pepperoncini,Y,#N/A,3,0.5,0.25,4,8,Common,Common,,They call me mellow yellow,.
5280,topping-pepper,habanero,5280-topping-pepper-habanero,Y,4267x4267,2,0.3333333333,0.2,5,13,Common,Common,,,.
5281,topping-pepper,habanero,5281-topping-pepper-habanero,Y,#N/A,2,0.3333333333,0.2,5,13,Common,Common,,,.
5282,topping-pepper,habanero,5282-topping-pepper-habanero,Y,#N/A,2,0.3333333333,0.2,5,13,Common,Common,,,.
5283,topping-pepper,habanero,5283-topping-pepper-habanero,Y,#N/A,2,0.3333333333,0.2,5,13,Common,Common,,,.
5284,topping-pepper,habanero,5284-topping-pepper-habanero,Y,#N/A,2,0.3333333333,0.2,5,13,Common,Common,,,.
5285,topping-pepper,habanero,5285-topping-pepper-habanero,Y,#N/A,2,0.3333333333,0.2,5,13,Common,Common,,,.
5290,topping-pepper,greenpepper,5290-topping-pepper-greenpepper,Y,#N/A,6,1,0,1,1,Epic,Epic,,,.
